455	-0.836973
456	-0.818856
457	-0.800706
458	-0.782525
459	-0.764312
460	-0.746070
461	-0.727798
462	-0.709497
463	-0.691168
464	-0.672812
465	-0.654430
466	-0.636021
467	-0.617588
468	-0.599130
469	-0.580648
470	-0.562144
471	-0.543617
472	-0.525069
473	-0.506500
474	-0.487911
475	-0.469303
476	-0.450677
477	-0.432032
478	-0.413371
479	-0.394693
480	-0.376000
481	-0.357291
482	-0.338569
483	-0.319833
484	-0.301085
485	-0.282325
486	-0.263554
487	-0.244772
488	-0.225980
489	-0.207180
490	-0.188372
491	-0.169556
492	-0.150733
493	-0.131904
494	-0.113071
495	-0.094232
496	-0.075390
497	-0.056545
498	-0.037698
499	-0.018849
500	-0.000000
501	0.018849
502	0.037698
503	0.056545
504	0.075390
505	0.094232
506	0.113071
507	0.131904
508	0.150733
509	0.169556
510	0.188372
511	0.207180
512	0.225980
513	0.244772
514	0.263554
515	0.282325
516	0.301085
517	0.319833
518	0.338569
519	0.357291
520	0.376000
521	0.394693
522	0.413371
523	0.432032
524	0.450677
525	0.469303
526	0.487911
527	0.506500
528	0.525069
529	0.543617
530	0.562144
531	0.580648
532	0.599130
533	0.617588
534	0.636021
535	0.654430
536	0.672812
537	0.691168
538	0.709497
539	0.727798
540	0.746070
541	0.764312
542	0.782525
543	0.800706
544	0.818856
545	0.836973
546	0.855058
547	0.873109
548	0.891125
549	0.909106
550	0.927051
551	0.944960
552	0.962831
553	0.980664
554	0.998459
555	1.016214
556	1.033929
557	1.051603
558	1.069236
559	1.086826
560	1.104374
561	1.121878
562	1.139337
563	1.156752
564	1.174121
565	1.191444
566	1.208719
567	1.225947
568	1.243127
569	1.260257
570	1.277338
571	1.294368
572	1.311347
573	1.328275
574	1.345150
575	1.361971
576	1.378740
577	1.395453
578	1.412112
579	1.428715
580	1.445261
581	1.461750
582	1.478182
583	1.494555
584	1.510870
585	1.527124
586	1.543319
587	1.559452
588	1.575524
589	1.591534
590	1.607480
591	1.623364
592	1.639183
593	1.654938
594	1.670627
595	1.686250
596	1.701807
597	1.717296
598	1.732718
599	1.748071
600	1.763356
601	1.778570
602	1.793715
603	1.808789
604	1.823791
605	1.838721
606	1.853579
607	1.868363
608	1.883074
609	1.897710
610	1.912272
611	1.926758
612	1.941168
613	1.955501
614	1.969757
615	1.983936
616	1.998036
617	2.012057
618	2.025998
619	2.039860
620	2.053641
621	2.067341
622	2.080960
623	2.094496
624	2.107950
625	2.121320
626	2.134607
627	2.147809
628	2.160927
629	2.173959
630	2.186906
631	2.199766
632	2.212539
633	2.225225
634	2.237823
635	2.250333
636	2.262754
637	2.275086
638	2.287328
639	2.299479
640	2.311540
641	2.323509
642	2.335387
643	2.347172
644	2.358865
645	2.370465
646	2.381971
647	2.393383
648	2.404701
649	2.415924
650	2.427051
651	2.438082
652	2.449018
653	2.459856
654	2.470598
655	2.481242
656	2.491788
657	2.502235
658	2.512584
659	2.522834
660	2.532984
661	2.543034
662	2.552983
663	2.562832
664	2.572580
665	2.582226
666	2.591770
667	2.601212
668	2.610551
669	2.619787
670	2.628920
671	2.637949
672	2.646874
673	2.655694
674	2.664409
675	2.673020
676	2.681524
677	2.689923
678	2.698216
679	2.706402
680	2.714481
681	2.722453
682	2.730318
683	2.738075
684	2.745724
685	2.753264
686	2.760696
687	2.768018
688	2.775232
689	2.782335
690	2.789329
691	2.796213
692	2.802987
693	2.809650
694	2.816202
695	2.822642
696	2.828972
697	2.835189
698	2.841295
699	2.847288
700	2.853170
701	2.858938
702	2.864594
703	2.870136
704	2.875565
705	2.880881
706	2.886083
707	2.891171
708	2.896145
709	2.901004
710	2.905749
711	2.910380
712	2.914895
713	2.919296
714	2.923581
715	2.927750
716	2.931804
717	2.935743
718	2.939565
719	2.943272
720	2.946862
721	2.950336
722	2.953693
723	2.956934
724	2.960058
725	2.963065
726	2.965955
727	2.968728
728	2.971384
729	2.973923
730	2.976344
731	2.978648
732	2.980834
733	2.982902
734	2.984853
735	2.986686
736	2.988401
737	2.989998
738	2.991477
739	2.992838
740	2.994080
741	2.995205
742	2.996211
743	2.997099
744	2.997868
745	2.998520
746	2.999053
747	2.999467
748	2.999763
749	2.999941
750	3.000000
751	2.999941
752	2.999763
753	2.999467
754	2.999053
755	2.998520
756	2.997868
757	2.997099
758	2.996211
759	2.995205
760	2.994080
761	2.992838
762	2.991477
763	2.989998
764	2.988401
765	2.986686
766	2.984853
767	2.982902
768	2.980834
769	2.978648
770	2.976344
771	2.973923
772	2.971384
773	2.968728
774	2.965955
775	2.963065
776	2.960058
777	2.956934
778	2.953693
779	2.950336
780	2.946862
781	2.943272
782	2.939565
783	2.935743
784	2.931804
785	2.927750
786	2.923581
787	2.919296
788	2.914895
789	2.910380
790	2.905749
791	2.901004
792	2.896145
793	2.891171
794	2.886083
795	2.880881
796	2.875565
797	2.870136
798	2.864594
799	2.858938
800	2.853170
801	2.847288
802	2.841295
803	2.835189
804	2.828972
805	2.822642
806	2.816202
807	2.809650
808	2.802987
809	2.796213
810	2.789329
811	2.782335
812	2.775232
813	2.768018
814	2.760696
815	2.753264
816	2.745724
817	2.738075
818	2.730318
819	2.722453
820	2.714481
821	2.706402
822	2.698216
823	2.689923
824	2.681524
825	2.673020
826	2.664409
827	2.655694
828	2.646874
829	2.637949
830	2.628920
831	2.619787
832	2.610551
833	2.601212
834	2.591770
835	2.582226
836	2.572580
837	2.562832
838	2.552983
839	2.543034
840	2.532984
841	2.522834
842	2.512584
843	2.502235
844	2.491788
845	2.481242
846	2.470598
847	2.459856
848	2.449018
849	2.438082
850	2.427051
851	2.415924
852	2.404701
853	2.393383
854	2.381971
855	2.370465
856	2.358865
857	2.347172
858	2.335387
859	2.323509
860	2.311540
861	2.299479
862	2.287328
863	2.275086
864	2.262754
865	2.250333
866	2.237823
867	2.225225
868	2.212539
869	2.199766
870	2.186906
871	2.173959
872	2.160927
873	2.147809
874	2.134607
875	2.121320
876	2.107950
877	2.094496
878	2.080960
879	2.067341
880	2.053641
881	2.039860
882	2.025998
883	2.012057
884	1.998036
885	1.983936
886	1.969757
887	1.955501
888	1.941168
889	1.926758
890	1.912272
891	1.897710
892	1.883074
893	1.868363
894	1.853579
895	1.838721
896	1.823791
897	1.808789
898	1.793715
899	1.778570
900	1.763356
901	1.748071
902	1.732718
903	1.717296
904	1.701807
905	1.686250
906	1.670627
907	1.654938
908	1.639183
909	1.623364
910	1.607480
911	1.591534
912	1.575524
913	1.559452
914	1.543319
915	1.527124
916	1.510870
917	1.494555
918	1.478182
919	1.461750
920	1.445261
921	1.428715
922	1.412112
923	1.395453
924	1.378740
925	1.361971
926	1.345150
927	1.328275
928	1.311347
929	1.294368
930	1.277338
931	1.260257
932	1.243127
933	1.225947
934	1.208719
935	1.191444
936	1.174121
937	1.156752
938	1.139337
939	1.121878
940	1.104374
941	1.086826
942	1.069236
943	1.051603
944	1.033929
945	1.016214
946	0.998459
947	0.980664
948	0.962831
949	0.944960
950	0.927051
951	0.909106
952	0.891125
953	0.873109
954	0.855058
955	0.836973
956	0.818856
957	0.800706
958	0.782525
959	0.764312
960	0.746070
961	0.727798
962	0.709497
963	0.691168
964	0.672812
965	0.654430
966	0.636021
967	0.617588
968	0.599130
969	0.580648
970	0.562144
971	0.543617
972	0.525069
973	0.506500
974	0.487911
975	0.469303
976	0.450677
977	0.432032
978	0.413371
979	0.394693
980	0.376000
981	0.357291
982	0.338569
983	0.319833
984	0.301085
985	0.282325
986	0.263554
987	0.244772
988	0.225980
989	0.207180
990	0.188372
991	0.169556
992	0.150733
993	0.131904
994	0.113071
995	0.094232
996	0.075390
997	0.056545
998	0.037698
999	0.018849
